,Sample,Event,<qLKSiki>,<Rc3kmmq>,<qLKSiki> + CoT,<Rc3kmmq> + CoT,<qLKSiki> MAD R1 S3,<qLKSiki> MAD R1 S5,<qLKSiki> MAD R1 S7,<qLKSiki> MAD R2 S3,<qLKSiki> MAD R2 S5,<qLKSiki> MAD R2 S7,<qLKSiki> MAD R3 S3,<qLKSiki> MAD R3 S5,<qLKSiki> MAD R3 S7,<Rc3kmmq> MAD R1 S3,<Rc3kmmq> MAD R1 S5,<Rc3kmmq> MAD R1 S7,<Rc3kmmq> MAD R2 S3,<Rc3kmmq> MAD R2 S5,<Rc3kmmq> MAD R2 S7,<Rc3kmmq> MAD R3 S3,<Rc3kmmq> MAD R3 S5,<Rc3kmmq> MAD R3 S7,Mixed-A MAD R3 S7,Mixed-B MAD R3 S7,<qLKSiki> MoA W3 L3,<qLKSiki> MoA W3 L4,<qLKSiki> MoA W3 L5,<qLKSiki> MoA W4 L3,<qLKSiki> MoA W4 L4,<qLKSiki> MoA W4 L5,<qLKSiki> MoA W5 L3,<qLKSiki> MoA W5 L4,<qLKSiki> MoA W5 L5,<Rc3kmmq> MoA W3 L3,<Rc3kmmq> MoA W3 L4,<Rc3kmmq> MoA W3 L5,<Rc3kmmq> MoA W4 L3,<Rc3kmmq> MoA W4 L4,<Rc3kmmq> MoA W4 L5,<Rc3kmmq> MoA W5 L3,<Rc3kmmq> MoA W5 L4,<Rc3kmmq> MoA W5 L5,Mixed MoA W5 L5,<qLKSiki> Reflection T1,<qLKSiki> Reflection T2,<qLKSiki> Reflection T3,<qLKSiki> Reflection T4,<qLKSiki> Reflection T5,<Rc3kmmq> Reflection T1,<Rc3kmmq> Reflection T2,<Rc3kmmq> Reflection T3,<Rc3kmmq> Reflection T4,<Rc3kmmq> Reflection T5,Mixed-A Reflection T5,Mixed-B Reflection T5
0,3,17,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,True,True,True
1,4,16,False,False,False,False,False,False,False,True,False,False,False,cannot decide,True,True,True,cannot decide,False,False,False,False,False,False,False,cannot decide,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
2,7,18,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False
3,8,16,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True
4,10,17,False,False,False,True,False,False,False,False,cannot decide,False,False,cannot decide,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False
5,11,16,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True
6,13,15,False,False,False,False,True,True,True,True,True,True,cannot decide,False,cannot decide,True,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False
7,14,16,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False
8,15,15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
9,16,15,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,cannot decide,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
10,17,15,False,False,False,False,cannot decide,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,cannot decide,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
11,20,15,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True
12,21,14,False,False,False,False,False,False,False,False,False,False,False,False,False,cannot decide,False,cannot decide,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,22,16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
14,23,14,False,True,False,True,False,False,True,True,True,True,True,True,True,cannot decide,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True
15,24,14,False,False,False,False,True,True,False,True,True,False,False,True,True,False,cannot decide,False,False,cannot decide,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,True,False,True
16,25,14,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,26,14,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,28,16,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True
19,29,15,False,False,False,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
20,31,15,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
21,33,16,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
22,34,15,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
23,35,14,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False
24,38,15,False,False,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
25,39,15,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,cannot decide,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26,40,14,True,True,True,False,True,True,True,True,True,True,True,True,True,False,cannot decide,cannot decide,False,cannot decide,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True
27,42,15,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
28,43,14,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True
29,44,16,False,False,False,False,cannot decide,False,False,False,False,cannot decide,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,45,17,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False
31,46,14,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,49,15,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,False
33,50,16,False,False,False,False,False,False,False,False,False,False,True,cannot decide,False,cannot decide,True,cannot decide,False,False,True,False,cannot decide,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
34,51,16,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,True,cannot decide,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
35,54,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,cannot decide,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
36,56,19,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True
37,57,15,False,False,True,True,False,False,True,True,True,False,False,False,True,cannot decide,False,True,False,True,True,False,False,cannot decide,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
38,58,16,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
39,59,16,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True
40,60,15,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True
41,61,17,False,False,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,True,False,cannot decide,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True
42,64,17,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
43,65,16,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,True,False
44,67,16,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,cannot decide,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True
45,69,15,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False
46,71,14,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True
47,72,16,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True
48,73,15,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True
49,75,14,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True
50,76,16,False,False,True,False,True,cannot decide,cannot decide,False,cannot decide,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,True,False,False
51,77,16,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
52,78,16,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False
53,84,16,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True
54,87,16,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False
55,88,15,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,cannot decide,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,False,True,True
56,89,17,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True
57,90,18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,cannot decide,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
58,91,17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
59,92,14,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
60,93,16,True,False,False,True,False,False,False,cannot decide,False,False,False,False,False,cannot decide,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
61,94,15,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
62,95,14,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False
63,96,15,False,False,True,True,True,True,True,False,True,True,True,True,True,cannot decide,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,cannot decide,True,True,True,False,False,False,False,True,True,False,False,False,False
64,97,16,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
65,98,17,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True
66,99,15,False,False,False,True,True,True,True,True,True,True,True,True,True,cannot decide,True,True,cannot decide,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
67,100,16,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,True,True,False
