,dataset,question_type,config,madp,llm,mean_metric,std_metric,count,ci_lower,ci_upper,layers,workers
368,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.2760071735004996,0.08205283163311237,77,0.25767962903411157,0.2943347179668876,5.0,3.0
369,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.2873596617713306,0.08717572345499992,77,0.2678878542028238,0.3068314693398374,3.0,4.0
370,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2925274516145711,0.08906423984477581,77,0.2726338198698569,0.3124210833592853,4.0,4.0
371,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.2741388234675597,0.08573567221581181,77,0.25498866967497746,0.2932889772601419,5.0,4.0
372,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.2769378058150253,0.08681543445618586,77,0.2575464733808324,0.2963291382492182,3.0,5.0
373,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.2838667845718902,0.08129230468137696,77,0.2657091134815746,0.30202445566220576,4.0,5.0
374,FANToM,BeliefQ_Dist_First_Order_TokenF1,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.28428875632433903,0.08845587060911557,77,0.2645310115928653,0.30404650105581277,5.0,5.0
380,FANToM,BeliefQ_Dist_First_Order_TokenF1,Mixed MoA W5 L5,MoA,Mixed,0.2884706255827504,0.08475450935673379,77,0.26953962700480993,0.30740162416069083,5.0,5.0
396,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.19230769230769232,0.40191847623425025,26,0.03781520383630141,0.34680018077908326,3.0,3.0
397,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.15384615384615385,0.3679464844031199,26,0.01241207862686275,0.29528022906544493,4.0,3.0
398,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.2692307692307692,0.45234432086120474,26,0.09535521011111725,0.4431063283504212,5.0,3.0
399,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.11538461538461539,0.3258125936084211,26,-0.009853713625534055,0.24062294439476484,3.0,4.0
400,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.19230769230769232,0.40191847623425014,26,0.037815203836301464,0.34680018077908314,4.0,4.0
401,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.11538461538461539,0.3258125936084211,26,-0.009853713625534055,0.24062294439476484,5.0,4.0
402,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.11538461538461539,0.3258125936084211,26,-0.009853713625534055,0.24062294439476484,3.0,5.0
403,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.11538461538461539,0.325812593608421,26,-0.009853713625534027,0.2406229443947648,4.0,5.0
404,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.15384615384615385,0.3679464844031199,26,0.01241207862686275,0.29528022906544493,5.0,5.0
421,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.3076923076923077,0.4706787243316417,26,0.12676923076923077,0.4886153846153847,3.0,3.0
422,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.4230769230769231,0.503831473655779,26,0.22941033958320264,0.6167435065706435,4.0,3.0
423,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.3076923076923077,0.47067872433164165,26,0.12676923076923077,0.4886153846153847,5.0,3.0
424,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.34615384615384615,0.48516452403758387,26,0.15966260708744737,0.5326450852202449,3.0,4.0
425,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2692307692307692,0.45234432086120485,26,0.0953552101111172,0.44310632835042124,4.0,4.0
426,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.34615384615384615,0.4851645240375839,26,0.15966260708744734,0.5326450852202449,5.0,4.0
427,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.3076923076923077,0.47067872433164165,26,0.12676923076923077,0.4886153846153847,3.0,5.0
428,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.3076923076923077,0.4706787243316417,26,0.12676923076923077,0.4886153846153847,4.0,5.0
429,FANToM,BeliefQ_Dist_Second_Order_Acyclic,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.34615384615384615,0.4851645240375839,26,0.15966260708744734,0.5326450852202449,5.0,5.0
435,FANToM,BeliefQ_Dist_Second_Order_Acyclic,Mixed MoA W5 L5,MoA,Mixed,0.15384615384615385,0.36794648440311994,26,0.01241207862686275,0.29528022906544493,5.0,5.0
451,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.16857549473255418,0.0587950005545219,26,0.14597542411512174,0.19117556534998661,3.0,3.0
452,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.17599323456522092,0.05825330172674467,26,0.1536013862735931,0.19838508285684875,4.0,3.0
453,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.17005972397613256,0.054439197901731594,26,0.1491339699948123,0.19098547795745283,5.0,3.0
454,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.16591871261776509,0.0662198725359566,26,0.1404646130944189,0.19137281214111126,3.0,4.0
455,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.16991054888582455,0.06423732797936754,26,0.14521851495578625,0.19460258281586285,4.0,4.0
456,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.1720860036843965,0.06479461175714903,26,0.14717975676663775,0.19699225060215525,5.0,4.0
457,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.17236771208211218,0.062816431208836,26,0.14822185328688517,0.1965135708773392,3.0,5.0
458,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.1672952777926867,0.06203152367144217,26,0.1434511277415017,0.19113942784387167,4.0,5.0
459,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.1726281549141624,0.06062189177477853,26,0.14932584991967812,0.19593045990864666,5.0,5.0
476,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.21023222293613442,0.07017927985581715,26,0.18325617623721083,0.237208269635058,3.0,3.0
477,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.2171856764436395,0.06597750963013616,26,0.19182473822201845,0.24254661466526056,4.0,3.0
478,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.21226884302986335,0.06296263129881659,26,0.18806678672929278,0.23647089933043391,5.0,3.0
479,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.22469105495134184,0.06842100085932173,26,0.1983908689397414,0.2509912409629423,3.0,4.0
480,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.21484246394322234,0.06327308706639481,26,0.19052107228752493,0.23916385559891976,4.0,4.0
481,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.2275455810438668,0.08548287021123062,26,0.19468702359622952,0.26040413849150407,5.0,4.0
482,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.22531591190755496,0.08146354804016996,26,0.1940023321628424,0.2566294916522675,3.0,5.0
483,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.2178114437746504,0.06915046215836762,26,0.19123086186687452,0.24439202568242627,4.0,5.0
484,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.21571469553573838,0.061958078873255995,26,0.1918987767560873,0.23953061431538947,5.0,5.0
490,FANToM,BeliefQ_Dist_Second_Order_Acyclic_TokenF1,Mixed MoA W5 L5,MoA,Mixed,0.2354722781533337,0.08811549943709425,26,0.20160177061040113,0.26934278569626624,5.0,5.0
506,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,3.0,3.0
507,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.14814814814814814,0.3620139928982457,27,0.011595682331342033,0.2847006139649543,4.0,3.0
508,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,5.0,3.0
509,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.07407407407407407,0.26688025634181184,27,-0.026593739314948975,0.1747418874630971,3.0,4.0
510,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.1111111111111111,0.32025630761017426,27,-0.009690264955716552,0.23191248717793878,4.0,4.0
511,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,5.0,4.0
512,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,3.0,5.0
513,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.14814814814814814,0.3620139928982457,27,0.011595682331342033,0.2847006139649543,4.0,5.0
514,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.14814814814814814,0.3620139928982457,27,0.011595682331342033,0.2847006139649543,5.0,5.0
531,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,3.0,3.0
532,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.25925925925925924,0.4465760847047224,27,0.09080978841688447,0.427708730101634,4.0,3.0
533,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,5.0,3.0
534,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.2962962962962963,0.46532162696807516,27,0.12077596612431138,0.47181662646828115,3.0,4.0
535,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2222222222222222,0.4236592728681617,27,0.062417022668614236,0.38202742177583016,4.0,4.0
536,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.14814814814814814,0.36201399289824565,27,0.011595682331342061,0.2847006139649542,5.0,4.0
537,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,3.0,5.0
538,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.2222222222222222,0.4236592728681617,27,0.062417022668614236,0.38202742177583016,4.0,5.0
539,FANToM,BeliefQ_Dist_Second_Order_Cyclic,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.18518518518518517,0.3958473906635696,27,0.03587068811420491,0.33449968225616544,5.0,5.0
545,FANToM,BeliefQ_Dist_Second_Order_Cyclic,Mixed MoA W5 L5,MoA,Mixed,0.25925925925925924,0.4465760847047225,27,0.09080978841688442,0.42770873010163407,5.0,5.0
561,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.17736012390855543,0.06123870461671048,27,0.154260751279638,0.20045949653747286,3.0,3.0
562,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.17121258419553037,0.05910456685892853,27,0.1489182129724558,0.19350695541860494,4.0,3.0
563,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.16614624490185576,0.059178770959979234,27,0.14382388373040633,0.18846860607330518,5.0,3.0
564,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.16342395178674346,0.06095038997460211,27,0.14043333206816466,0.18641457150532226,3.0,4.0
565,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.17151415401193257,0.059706384982771706,27,0.14899277568306601,0.19403553234079912,4.0,4.0
566,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.16667320790138948,0.052326968297417176,27,0.14693536160289414,0.18641105419988482,5.0,4.0
567,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.16715576067650767,0.060062343621248494,27,0.14450011397468776,0.18981140737832758,3.0,5.0
568,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.16436102169506392,0.06110434566243679,27,0.14131232955604622,0.18740971383408161,4.0,5.0
569,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.15716758197409472,0.059061491266294994,27,0.13488945895828844,0.179445704989901,5.0,5.0
586,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.23048907440927652,0.07013697531078035,27,0.20403325471307074,0.25694489410548227,3.0,3.0
587,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.24161137395509596,0.08244452394100263,27,0.21051312013593768,0.2727096277742543,4.0,3.0
588,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.22835719067160185,0.07933612090703128,27,0.19843143324034018,0.2582829481028635,5.0,3.0
589,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.22952615271968352,0.07232429539811495,27,0.20224527112720975,0.2568070343121573,3.0,4.0
590,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.2322384064123591,0.07031297519595872,27,0.20571619917651107,0.2587606136482071,4.0,4.0
591,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.23345137841698715,0.07629995302583677,27,0.20467087011682034,0.262231886717154,5.0,4.0
592,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.2348906044080916,0.07496624462393603,27,0.2066131738190986,0.2631680349970846,3.0,5.0
593,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.22880160098521646,0.07030482372576573,27,0.20228246850166176,0.25532073346877115,4.0,5.0
594,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.2282506941392864,0.07399051199523364,27,0.20034131202090782,0.25616007625766496,5.0,5.0
600,FANToM,BeliefQ_Dist_Second_Order_Cyclic_TokenF1,Mixed MoA W5 L5,MoA,Mixed,0.2327386979796437,0.08008264168112542,27,0.20253135128806116,0.26294604467122623,5.0,5.0
616,FANToM,FactQ,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.19786854256186165,0.0943967004350016,100,0.17936678927660132,0.21637029584712197,3.0,3.0
617,FANToM,FactQ,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.18916005376259382,0.09210234018943639,100,0.1711079950854643,0.20721211243972334,4.0,3.0
618,FANToM,FactQ,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.18717013067314586,0.09172789142520449,100,0.16919146395380577,0.20514879739248595,5.0,3.0
619,FANToM,FactQ,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.19603880377188998,0.09551513892503159,100,0.1773178365425838,0.21475977100119617,3.0,4.0
620,FANToM,FactQ,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.19086314020240838,0.09152297512533601,100,0.17292463707784253,0.20880164332697423,4.0,4.0
621,FANToM,FactQ,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.18606500061207054,0.08853599812158656,100,0.1687119449802396,0.2034180562439015,5.0,4.0
622,FANToM,FactQ,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.19728015068883523,0.09197414000148095,100,0.17925321924854495,0.2153070821291255,3.0,5.0
623,FANToM,FactQ,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.19143553953296594,0.09183034566508512,100,0.17343679178260926,0.2094342872833226,4.0,5.0
624,FANToM,FactQ,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.18843875834320858,0.0946510179964194,100,0.16988715881591038,0.2069903578705068,5.0,5.0
641,FANToM,FactQ,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.2921219808543599,0.12159120177769776,100,0.26829010530593117,0.31595385640278867,3.0,3.0
642,FANToM,FactQ,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.28121318279465696,0.1195767518285935,100,0.25777613943625266,0.30465022615306125,4.0,3.0
643,FANToM,FactQ,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.28248742196979776,0.11874222347881737,100,0.25921394616794957,0.30576089777164595,5.0,3.0
644,FANToM,FactQ,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.29191986725365454,0.12044903429130542,100,0.2683118565325587,0.3155278779747504,3.0,4.0
645,FANToM,FactQ,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.28494542567288755,0.1194148423062275,100,0.26154011658086695,0.30835073476490815,4.0,4.0
646,FANToM,FactQ,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.27939792423060783,0.11614814797226143,100,0.2566328872280446,0.30216296123317105,5.0,4.0
647,FANToM,FactQ,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.29612853939299955,0.12799603544871194,100,0.271041316445052,0.32121576234094706,3.0,5.0
648,FANToM,FactQ,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.28410270333310805,0.121402046959784,100,0.2603079021289904,0.3078975045372257,4.0,5.0
649,FANToM,FactQ,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.28443077565925723,0.11926043408251383,100,0.26105573057908454,0.3078058207394299,5.0,5.0
655,FANToM,FactQ,Mixed MoA W5 L5,MoA,Mixed,0.27578509053993244,0.11558316359411942,100,0.25313079047548503,0.29843939060437985,5.0,5.0
671,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.8085106382978723,0.3939975159226152,376,0.7686856522260865,0.848335624369658,3.0,3.0
672,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W3 L4,MoA,<Rc3kmmq>,0.8085106382978723,0.3939975159226152,376,0.7686856522260865,0.848335624369658,4.0,3.0
673,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W3 L5,MoA,<Rc3kmmq>,0.8138297872340425,0.38976261187679506,376,0.774432862223112,0.853226712244973,5.0,3.0
674,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W4 L3,MoA,<Rc3kmmq>,0.8031914893617021,0.3981161311736931,376,0.762950196616954,0.8434327821064503,3.0,4.0
675,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W4 L4,MoA,<Rc3kmmq>,0.8138297872340425,0.38976261187679506,376,0.774432862223112,0.853226712244973,4.0,4.0
676,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W4 L5,MoA,<Rc3kmmq>,0.8191489361702128,0.3854075856702856,376,0.7801922140819082,0.8581056582585174,5.0,4.0
677,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W5 L3,MoA,<Rc3kmmq>,0.8138297872340425,0.389762611876795,376,0.774432862223112,0.853226712244973,3.0,5.0
678,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W5 L4,MoA,<Rc3kmmq>,0.8058510638297872,0.3960711305126037,376,0.7658164782838242,0.8458856493757503,4.0,5.0
679,FANToM,Info_AccessQ_Binary,<Rc3kmmq> MoA W5 L5,MoA,<Rc3kmmq>,0.8297872340425532,0.37632037053100875,376,0.7917490411371181,0.8678254269479883,5.0,5.0
696,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W3 L3,MoA,<qLKSiki>,0.46808510638297873,0.49964526423345773,376,0.417581321752927,0.5185888910130305,3.0,3.0
697,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W3 L4,MoA,<qLKSiki>,0.40425531914893614,0.4914012386074793,376,0.35458483471104735,0.45392580358682494,4.0,3.0
698,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W3 L5,MoA,<qLKSiki>,0.38563829787234044,0.48739428750177394,376,0.33637283317575983,0.43490376256892105,5.0,3.0
699,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W4 L3,MoA,<qLKSiki>,0.4521276595744681,0.49836612477799996,376,0.4017531694423225,0.5025021497066138,3.0,4.0
700,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W4 L4,MoA,<qLKSiki>,0.4175531914893617,0.4938127821652525,376,0.3676389499598198,0.4674674330189036,4.0,4.0
701,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W4 L5,MoA,<qLKSiki>,0.39361702127659576,0.4892025643188825,376,0.3441687772574434,0.44306526529574813,5.0,4.0
702,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W5 L3,MoA,<qLKSiki>,0.46808510638297873,0.49964526423345773,376,0.417581321752927,0.5185888910130305,3.0,5.0
703,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W5 L4,MoA,<qLKSiki>,0.4148936170212766,0.4933601679494901,376,0.36502512541174736,0.4647621086308058,4.0,5.0
704,FANToM,Info_AccessQ_Binary,<qLKSiki> MoA W5 L5,MoA,<qLKSiki>,0.3829787234042553,0.4867608963472373,376,0.33377728143088486,0.43218016537762577,5.0,5.0
710,FANToM,Info_AccessQ_Binary,Mixed MoA W5 L5,MoA,Mixed,0.8723404255319149,0.3341550156261089,376,0.8385642764311656,0.9061165746326643,5.0,5.0
726,FANToM,Info_AccessQ_List,<Rc3kmmq> MoA W3 L3,MoA,<Rc3kmmq>,0.24444444444444444,0.4321649474711265,90,0.1551582412632532,0.33373064762563565,3.0,3.0
